Language,Lines,Code,Comments,Blanks,Complexity,Bytes,Files,ULOC
C,1248070,998019,101547,148504,173328,46710550,2726,0
C Header,195293,125178,52880,17235,2399,8330545,961,0
Assembly,121844,102573,9656,9615,1221,3929909,283,0
Makefile,14589,11599,248,2742,4,790088,143,0
Shell,9354,8266,416,672,916,312233,23,0
C++,2835,2315,159,361,603,100340,4,0
Plain Text,2708,2188,0,520,0,109184,16,0
Objective C,2224,1692,170,362,357,86109,3,0
Perl,1592,1059,282,251,164,48223,7,0
Cuda,642,474,98,70,37,25556,4,0
Python,637,462,74,101,91,25967,5,0
Windows Resource-Definition Script,495,270,198,27,0,18367,9,0
XML Schema,394,349,0,45,0,21233,1,0
Markdown,196,155,0,41,0,7180,4,0
CSS,193,140,26,27,0,118301,3,0
AWK,64,53,5,6,23,1792,1,0
Ruby,61,51,1,9,4,1462,1,0
Coq,59,59,0,0,0,738,9,0
HTML,53,44,5,4,0,1631,1,0
YAML,30,30,0,0,0,531,1,0
