Language,Lines,Code,Comments,Blanks,Complexity,Bytes,Files,ULOC
C,1451997,1156331,116830,178836,204436,54337990,3195,0
C Header,235265,151436,63943,19886,2764,10469963,1135,0
Assembly,166345,140898,11823,13624,1724,5582720,364,0
Makefile,16618,13143,478,2997,4,937313,164,0
Shell,10134,8729,514,891,1111,344722,23,0
C++,3613,2958,197,458,819,126758,4,0
Objective C,2800,2159,214,427,423,108273,5,0
Plain Text,2790,2231,0,559,0,110928,17,0
Cuda,2523,1930,245,348,94,78395,8,0
Perl,1870,1289,299,282,208,57759,8,0
Markdown,1225,1041,0,184,0,38559,5,0
XML Schema,528,460,0,68,0,25970,1,0
Windows Resource-Definition Script,442,242,176,24,0,16353,9,0
CSS,193,140,26,27,0,118265,3,0
Python,185,126,22,37,10,5992,3,0
AWK,67,56,5,6,28,1912,1,0
Ruby,61,51,1,9,4,1462,1,0
Coq,56,56,0,0,0,729,8,0
HTML,53,44,5,4,0,1631,1,0
