Language,Lines,Code,Comments,Blanks,Complexity,Bytes,Files,ULOC
C,1397248,1114280,112643,170325,194663,52210640,3070,0
C Header,219509,140280,60510,18719,2571,9689617,1097,0
Assembly,145193,122671,10556,11966,1479,4872645,317,0
Makefile,15960,12594,468,2898,4,893880,153,0
Shell,9926,8523,518,885,1056,335894,23,0
C++,3004,2445,169,390,720,107478,3,0
Objective C,2740,2099,214,427,396,104903,5,0
Plain Text,2703,2182,0,521,0,109055,16,0
Cuda,2523,1930,245,348,94,78395,8,0
Perl,1798,1238,288,272,202,54720,8,0
Markdown,1225,1041,0,184,0,38559,5,0
Windows Resource-Definition Script,442,242,176,24,0,16353,9,0
XML Schema,409,360,0,49,0,20776,1,0
CSS,193,140,26,27,0,118265,3,0
Python,185,126,22,37,10,5992,3,0
AWK,67,56,5,6,28,1912,1,0
Ruby,61,51,1,9,4,1462,1,0
Coq,56,56,0,0,0,729,8,0
HTML,53,44,5,4,0,1631,1,0
YAML,30,30,0,0,0,531,1,0
