Language,Lines,Code,Comments,Blanks,Complexity,Bytes,Files,ULOC
C,1056364,843908,89906,122550,145246,39633191,2360,0
C Header,181617,114822,50927,15868,2224,7782449,878,0
Assembly,109738,92918,8513,8307,1153,3520591,245,0
Makefile,12500,9937,181,2382,3,666846,120,0
Shell,8710,7671,344,695,904,282261,21,0
Plain Text,2644,2121,0,523,0,106913,15,0
Objective C,2099,1562,152,385,284,75759,3,0
Perl,1592,1059,282,251,164,48223,7,0
C++,1442,1158,87,197,274,49527,3,0
Windows Resource-Definition Script,495,270,198,27,0,18367,9,0
XML Schema,374,332,0,42,0,20253,1,0
CSS,193,140,26,27,0,118301,3,0
Markdown,189,150,0,39,0,7274,4,0
Coq,75,75,0,0,1,1215,9,0
Ruby,61,51,1,9,4,1462,1,0
Python,59,49,2,8,13,1743,2,0
HTML,53,44,5,4,0,1631,1,0
YAML,26,26,0,0,0,474,1,0
