Language,Lines,Code,Comments,Blanks,Complexity,Bytes,Files,ULOC
C,1182005,945761,96616,139628,163879,44196361,2604,0
C Header,191819,123225,51546,17048,2442,8180926,930,0
Assembly,119144,100596,9299,9249,1219,3851757,270,0
Makefile,13949,11092,221,2636,3,752153,139,0
Shell,9115,8050,409,656,890,302736,23,0
Plain Text,2708,2187,0,521,0,109219,16,0
C++,2446,2003,137,306,554,86347,3,0
Objective C,1779,1352,117,310,263,65959,2,0
Perl,1592,1059,282,251,164,48223,7,0
Cuda,588,448,79,61,35,23782,3,0
Windows Resource-Definition Script,495,270,198,27,0,18367,9,0
XML Schema,379,337,0,42,0,20608,1,0
CSS,193,140,26,27,0,118301,3,0
Markdown,187,148,0,39,0,7172,4,0
AWK,64,53,5,6,23,1792,1,0
Ruby,61,51,1,9,4,1462,1,0
Coq,59,59,0,0,0,738,9,0
Python,59,49,2,8,13,1743,2,0
HTML,53,44,5,4,0,1631,1,0
YAML,30,30,0,0,0,531,1,0
