Language,Lines,Code,Comments,Blanks,Complexity,Bytes,Files,ULOC
C,1257502,1005246,102249,150007,175137,47016235,2748,0
C Header,195034,124539,53187,17308,2399,8291719,966,0
Assembly,121844,102573,9656,9615,1221,3929909,283,0
Makefile,14689,11676,248,2765,4,800946,143,0
Shell,9352,8263,416,673,917,312887,23,0
C++,2844,2323,160,361,606,100853,4,0
Plain Text,2708,2188,0,520,0,109184,16,0
Objective C,2224,1692,170,362,357,86118,3,0
Perl,1601,1067,282,252,164,48445,7,0
Python,747,555,79,113,129,30882,5,0
Cuda,642,474,98,70,37,25556,4,0
Windows Resource-Definition Script,495,270,198,27,0,18367,9,0
XML Schema,394,349,0,45,0,21233,1,0
Markdown,275,207,0,68,0,10109,5,0
CSS,193,140,26,27,0,118301,3,0
AWK,64,53,5,6,23,1792,1,0
Ruby,61,51,1,9,4,1462,1,0
Coq,59,59,0,0,0,738,9,0
HTML,53,44,5,4,0,1631,1,0
YAML,30,30,0,0,0,531,1,0
