Language,Lines,Code,Comments,Blanks,Complexity,Bytes,Files,ULOC
C,1189945,952030,97232,140683,165178,44489663,2622,0
C Header,193569,124683,51749,17137,2449,8269717,936,0
Assembly,119329,100706,9354,9269,1219,3858004,271,0
Makefile,14060,11183,221,2656,3,758274,142,0
Shell,9176,8109,409,658,900,304812,23,0
Plain Text,2708,2187,0,521,0,109167,16,0
C++,2446,2003,137,306,554,86347,3,0
Objective C,1847,1413,122,312,286,69022,2,0
Perl,1592,1059,282,251,164,48223,7,0
Cuda,588,448,79,61,35,23784,3,0
Windows Resource-Definition Script,495,270,198,27,0,18367,9,0
XML Schema,393,348,0,45,0,21163,1,0
Python,325,220,47,58,46,11434,4,0
CSS,193,140,26,27,0,118301,3,0
Markdown,178,140,0,38,0,6629,4,0
AWK,64,53,5,6,23,1792,1,0
Ruby,61,51,1,9,4,1462,1,0
Coq,59,59,0,0,0,738,9,0
HTML,53,44,5,4,0,1631,1,0
YAML,30,30,0,0,0,531,1,0
