Language,Lines,Code,Comments,Blanks,Complexity,Bytes,Files,ULOC
C,1367973,1090228,111376,166369,189224,51042638,3038,0
C Header,217185,139149,59647,18389,2587,9603633,1093,0
Assembly,131439,110266,10088,11085,1462,4360811,304,0
Makefile,15713,12428,419,2866,4,877736,151,0
Shell,9731,8619,406,706,976,328173,23,0
C++,2850,2326,161,363,684,102055,3,0
Objective C,2734,2093,214,427,396,104728,5,0
Plain Text,2712,2191,0,521,0,109274,16,0
Cuda,2125,1593,224,308,73,63266,7,0
Perl,1695,1148,285,262,183,51568,8,0
Markdown,1225,1041,0,184,0,38559,5,0
Python,834,607,99,128,129,33913,6,0
Windows Resource-Definition Script,442,242,176,24,0,16353,9,0
XML Schema,393,348,0,45,0,21165,1,0
CSS,193,140,26,27,0,118301,3,0
AWK,67,56,5,6,28,1912,1,0
Ruby,61,51,1,9,4,1462,1,0
Coq,56,56,0,0,0,729,8,0
HTML,53,44,5,4,0,1631,1,0
YAML,30,30,0,0,0,531,1,0
