Language,Lines,Code,Comments,Blanks,Complexity,Bytes,Files,ULOC
C,1086403,868035,91619,126749,149660,40660885,2422,0
C Header,185068,116841,51980,16247,2339,7938192,896,0
Assembly,113072,95647,8812,8613,1172,3639540,254,0
Makefile,12907,10254,186,2467,3,689456,126,0
Shell,9135,8036,375,724,924,298495,24,0
Plain Text,2714,2192,0,522,0,109476,16,0
C++,2003,1623,116,264,419,69501,3,0
Objective C,1737,1318,117,302,257,64576,2,0
Perl,1592,1059,282,251,164,48223,7,0
Windows Resource-Definition Script,495,270,198,27,0,18367,9,0
XML Schema,379,337,0,42,0,20608,1,0
Cuda,291,212,54,25,20,12519,2,0
CSS,193,140,26,27,0,118301,3,0
Markdown,189,150,0,39,0,7274,4,0
Coq,75,75,0,0,1,1215,9,0
AWK,64,53,5,6,23,1792,1,0
Ruby,61,51,1,9,4,1462,1,0
Python,59,49,2,8,13,1743,2,0
HTML,53,44,5,4,0,1631,1,0
YAML,26,26,0,0,0,474,1,0
