Language,Lines,Code,Comments,Blanks,Complexity,Bytes,Files,ULOC
C,1243592,994492,101179,147921,172705,46513122,2719,0
C Header,195007,125010,52785,17212,2398,8318987,958,0
Assembly,121145,102031,9636,9478,1217,3915342,282,0
Makefile,14569,11581,248,2740,4,788759,143,0
Shell,9344,8257,416,671,916,311926,23,0
C++,2835,2315,159,361,603,100340,4,0
Plain Text,2708,2188,0,520,0,109184,16,0
Objective C,2224,1692,170,362,357,86109,3,0
Perl,1592,1059,282,251,164,48223,7,0
Cuda,642,474,98,70,37,25556,4,0
Python,600,434,71,95,90,24308,5,0
Windows Resource-Definition Script,495,270,198,27,0,18367,9,0
XML Schema,394,349,0,45,0,21233,1,0
Markdown,196,155,0,41,0,7180,4,0
CSS,193,140,26,27,0,118301,3,0
AWK,64,53,5,6,23,1792,1,0
Ruby,61,51,1,9,4,1462,1,0
Coq,59,59,0,0,0,738,9,0
HTML,53,44,5,4,0,1631,1,0
YAML,30,30,0,0,0,531,1,0
