Language,Lines,Code,Comments,Blanks,Complexity,Bytes,Files,ULOC
C,1446429,1151737,116525,178167,203761,54105941,3186,0
C Header,234584,151212,63563,19809,2772,10442069,1132,0
Assembly,164652,139600,11685,13367,1705,5530829,359,0
Makefile,16559,13095,478,2986,4,934739,163,0
Shell,10121,8716,514,891,1110,344136,23,0
C++,3588,2933,197,458,804,125496,4,0
Objective C,2793,2152,214,427,423,107865,5,0
Plain Text,2790,2231,0,559,0,110928,17,0
Cuda,2523,1930,245,348,94,78395,8,0
Perl,1870,1289,299,282,208,57759,8,0
Markdown,1225,1041,0,184,0,38559,5,0
XML Schema,528,460,0,68,0,25970,1,0
Windows Resource-Definition Script,442,242,176,24,0,16353,9,0
CSS,193,140,26,27,0,118265,3,0
Python,185,126,22,37,10,5992,3,0
AWK,67,56,5,6,28,1912,1,0
Ruby,61,51,1,9,4,1462,1,0
Coq,56,56,0,0,0,729,8,0
HTML,53,44,5,4,0,1631,1,0
