Language,Lines,Code,Comments,Blanks,Complexity,Bytes,Files,ULOC
C,999225,798607,85655,114963,137285,37568871,2240,0
C Header,172380,112141,45622,14617,2231,7407361,831,0
Assembly,93143,77964,7877,7302,937,2906326,225,0
Makefile,11324,9034,156,2134,3,597705,118,0
Shell,8495,7492,331,672,880,274191,21,0
Plain Text,2529,2033,0,496,0,101431,14,0
Objective C,2099,1562,152,385,284,75759,3,0
Perl,1592,1059,282,251,164,48238,7,0
C++,1409,1121,89,199,250,47204,3,0
Windows Resource-Definition Script,495,270,198,27,0,18367,9,0
XML Schema,356,315,0,41,0,19203,1,0
CSS,193,140,26,27,0,118301,3,0
Markdown,190,151,0,39,0,7038,3,0
Coq,75,75,0,0,1,1215,9,0
Python,59,49,2,8,13,1743,2,0
HTML,53,44,5,4,0,1631,1,0
YAML,26,26,0,0,0,474,1,0
