Language,Lines,Code,Comments,Blanks,Complexity,Bytes,Files,ULOC
C,1079557,862635,91077,125845,149035,40398247,2411,0
C Header,184295,116326,51809,16160,2288,7911594,888,0
Assembly,112874,95498,8779,8597,1170,3634026,253,0
Makefile,12838,10211,182,2445,3,686498,123,0
Shell,8982,7885,379,718,921,291382,24,0
Plain Text,2711,2189,0,522,0,109162,16,0
Objective C,1737,1318,117,302,257,64576,2,0
C++,1607,1294,100,213,333,56008,3,0
Perl,1592,1059,282,251,164,48223,7,0
Windows Resource-Definition Script,495,270,198,27,0,18367,9,0
XML Schema,379,337,0,42,0,20608,1,0
Cuda,212,164,33,15,12,9736,1,0
CSS,193,140,26,27,0,118301,3,0
Markdown,189,150,0,39,0,7274,4,0
Coq,75,75,0,0,1,1215,9,0
Ruby,61,51,1,9,4,1462,1,0
Python,59,49,2,8,13,1743,2,0
HTML,53,44,5,4,0,1631,1,0
YAML,26,26,0,0,0,474,1,0
