Language,Lines,Code,Comments,Blanks,Complexity,Bytes,Files,ULOC
C,1061253,847730,90151,123372,145935,39793524,2372,0
C Header,182360,115162,51250,15948,2232,7836444,881,0
Assembly,109913,93050,8538,8325,1154,3525168,246,0
Makefile,12583,10006,181,2396,3,671298,120,0
Shell,8865,7782,372,711,914,287075,24,0
Plain Text,2652,2128,0,524,0,107491,15,0
Objective C,2099,1562,152,385,284,75759,3,0
Perl,1592,1059,282,251,164,48223,7,0
C++,1464,1169,95,200,274,50274,3,0
Windows Resource-Definition Script,495,270,198,27,0,18367,9,0
XML Schema,374,332,0,42,0,20253,1,0
Cuda,212,164,33,15,12,9736,1,0
CSS,193,140,26,27,0,118301,3,0
Markdown,189,150,0,39,0,7274,4,0
Coq,75,75,0,0,1,1215,9,0
Ruby,61,51,1,9,4,1462,1,0
Python,59,49,2,8,13,1743,2,0
HTML,53,44,5,4,0,1631,1,0
YAML,26,26,0,0,0,474,1,0
