Language,Lines,Code,Comments,Blanks,Complexity,Bytes,Files,ULOC
C,1048727,837767,89241,121719,144236,39334718,2334,0
C Header,182632,116318,50505,15809,2324,7846631,871,0
Assembly,107507,91151,8285,8071,1135,3452149,242,0
Makefile,12396,9848,180,2368,3,660260,121,0
Shell,8759,7716,347,696,908,283385,23,0
Plain Text,2632,2111,0,521,0,106084,15,0
Objective C,2099,1562,152,385,284,75759,3,0
Perl,1592,1059,282,251,164,48223,7,0
C++,1427,1140,88,199,268,48457,3,0
Windows Resource-Definition Script,495,270,198,27,0,18367,9,0
XML Schema,359,318,0,41,0,19428,1,0
CSS,193,140,26,27,0,118301,3,0
Markdown,189,150,0,39,0,7274,4,0
Coq,75,75,0,0,1,1215,9,0
Ruby,61,51,1,9,4,1462,1,0
Python,59,49,2,8,13,1743,2,0
HTML,53,44,5,4,0,1631,1,0
YAML,26,26,0,0,0,474,1,0
