Language,Lines,Code,Comments,Blanks,Complexity,Bytes,Files,ULOC
C,1380479,1100276,112024,168179,190994,51529134,3053,0
C Header,218817,140406,59806,18605,2595,9670993,1094,0
Assembly,142801,120435,10573,11793,1476,4781739,314,0
Makefile,15819,12496,442,2881,4,884521,152,0
Shell,9875,8490,505,880,1047,333445,23,0
C++,2896,2359,164,373,698,103760,3,0
Objective C,2740,2099,214,427,396,104903,5,0
Plain Text,2712,2191,0,521,0,109274,16,0
Cuda,2523,1930,245,348,94,78395,8,0
Perl,1695,1148,285,262,183,51568,8,0
Markdown,1225,1041,0,184,0,38559,5,0
Windows Resource-Definition Script,442,242,176,24,0,16353,9,0
XML Schema,393,348,0,45,0,21165,1,0
CSS,193,140,26,27,0,118301,3,0
Python,185,126,22,37,10,5992,3,0
GLSL,151,111,16,24,45,5265,1,0
AWK,67,56,5,6,28,1912,1,0
Ruby,61,51,1,9,4,1462,1,0
Coq,56,56,0,0,0,729,8,0
HTML,53,44,5,4,0,1631,1,0
YAML,30,30,0,0,0,531,1,0
