Language,Lines,Code,Comments,Blanks,Complexity,Bytes,Files,ULOC
Python,149314,115191,20225,13898,11281,5828205,1406,0
Plain Text,63873,45678,0,18195,0,2374999,190,0
JavaScript,8694,6907,938,849,1325,332564,28,0
CSS,2405,1844,87,474,0,50413,12,0
HTML,2374,2001,16,357,0,89686,130,0
JSON,1740,1726,0,14,0,418928,35,0
XML,616,612,0,4,0,31181,27,0
License,82,66,0,16,0,4614,3,0
Makefile,70,54,4,12,2,2272,1,0
Shell,65,49,12,4,3,3531,5,0
Autoconf,27,27,0,0,0,1080,1,0
SQL,8,7,0,1,0,496,1,0
CSV,4,4,0,0,0,57,1,0
