Language,Lines,Code,Comments,Blanks,Complexity,Bytes,Files,ULOC
C++,12979284,9838294,1234365,1906625,827853,489249653,45949,0
C Header,4813090,2945268,1036597,831225,54665,188801144,40188,0
HTML,3930299,3502402,78273,349624,0,178068562,77442,0
JavaScript,3652267,2469971,785059,397237,233933,142201389,20217,0
JSON,2039283,2035515,0,3768,0,117660410,4282,0
Java,1440914,993454,253958,193502,90131,59312273,7542,0
Plain Text,1366119,1294493,0,71626,0,86182208,27996,0
Python,1164461,878076,158217,128168,86356,41232769,5782,0
Objective C++,666813,492432,72503,101878,36434,25184913,3660,0
C,665427,484565,99218,81644,93926,21339108,1077,0
XML,527876,465219,17022,45635,0,43204509,2916,0
GN,426133,356832,31656,37645,14961,14785505,3816,0
Assembly,250483,230286,1263,18934,313,4861459,195,0
SVG,179648,158435,12503,8710,2226,21570430,3248,0
Markdown,174886,134065,0,40821,0,7785331,1756,0
IDL,115227,50061,51203,13963,3,4527247,2276,0
License,114868,94770,0,20098,0,6414579,546,0
CSS,104201,82968,6724,14509,0,3858020,1496,0
Protocol Buffers,103023,56063,32506,14454,31,4210792,814,0
C++ Header,94471,77453,1698,15320,7291,4289415,99,0
CSV,81729,81729,0,0,0,2802100,34,0
C#,78154,58072,13322,6760,8271,3203853,196,0
Objective C,72453,56285,7723,8445,4829,2639987,126,0
ReStructuredText,65609,47717,0,17892,0,2376151,336,0
PHP,41627,27262,10205,4160,2441,1385808,752,0
Shell,33858,22413,7038,4407,2340,1057277,383,0
Perl,33809,24181,5886,3742,3138,940450,104,0
YAML,30534,26380,1706,2448,0,999673,640,0
Document Type Definition,23198,19762,0,3436,0,640632,30,0
Go Template,20918,18201,0,2717,0,752227,217,0
Patch,16880,15765,0,1115,0,656696,120,0
Module-Definition,12888,12737,76,75,0,1782172,26,0
Autoconf,11774,9671,1188,915,471,290174,151,0
CMake,9424,8069,681,674,177,239927,61,0
SQL,7255,6725,357,173,7,488160,130,0
Bazel,7192,6279,394,519,71,179369,29,0
Ruby,5880,4902,236,742,545,188927,24,0
m4,4807,3183,1043,581,0,162755,26,0
Makefile,4573,3234,573,766,82,150208,51,0
BASH,3379,2313,571,495,278,104245,44,0
Sass,3284,2185,653,446,0,69130,26,0
MSBuild,2495,1976,489,30,24,156307,21,0
Extensible Stylesheet Language Transformations,2315,2181,0,134,0,68154,73,0
Windows Resource-Definition Script,2097,1240,630,227,0,72624,28,0
Batch,1893,1444,138,311,396,54616,44,0
Vue,1781,1455,175,151,16,48578,15,0
Android Interface Definition Language,1627,636,649,342,0,59346,73,0
INI,1607,1222,79,306,0,48339,101,0
Jinja,1500,1355,25,120,96,58611,35,0
TeX,1454,1441,11,2,0,21756,1,0
XML Schema,1324,1132,0,192,0,43994,9,0
Dockerfile,1276,980,150,146,376,34242,16,0
Groovy,1269,1022,161,86,109,63141,3,0
CoffeeScript,1070,960,18,92,64,36425,4,0
DOT,952,730,73,149,0,32818,15,0
JSX,849,677,60,112,49,24039,5,0
Emacs Lisp,808,459,207,142,16,30139,7,0
Go,800,661,58,81,138,20173,7,0
Elm,542,399,32,111,21,13190,2,0
Happy,490,443,0,47,0,12738,1,0
Swift,460,351,58,51,0,20112,1,0
TypeScript,444,298,71,75,12,12773,20,0
Vim Script,339,184,104,51,14,12302,6,0
TypeScript Typings,229,172,38,19,25,5543,2,0
Gradle,228,168,30,30,0,11239,1,0
AppleScript,212,116,59,37,7,6973,12,0
Rakefile,180,137,11,32,8,5492,2,0
Haxe,167,137,5,25,10,3707,2,0
FIDL,161,64,62,35,0,5651,7,0
Mako,135,93,13,29,11,2482,6,0
Templ,134,111,8,15,0,4093,2,0
Dart,132,105,7,20,15,3426,3,0
Handlebars,120,116,0,4,0,5243,13,0
Swig,98,84,0,14,0,3312,1,0
Powershell,81,63,11,7,13,4380,7,0
TOML,70,59,0,11,0,1580,2,0
GLSL,61,32,14,15,0,2009,2,0
sed,48,17,20,11,0,1677,2,0
nuspec,39,39,0,0,0,2431,1,0
AWK,25,17,3,5,0,342,1,0
LD Script,7,6,0,1,0,366,1,0
Properties File,5,5,0,0,0,202,1,0
Gemfile,3,2,0,1,0,39,1,0
Systemd,1,1,0,0,0,61,1,0
DM,1,1,0,0,1,60,1,0
