Language,Lines,Code,Comments,Blanks,Complexity,Bytes,Files,ULOC
C++,14131983,10709913,1350416,2071654,879356,533812021,49309,0
C Header,4906409,2944604,1096913,864892,53722,191027436,42773,0
HTML,4084290,3640330,86715,357245,0,182487454,80731,0
JavaScript,3725260,2519564,799341,406355,231115,144873679,21012,0
JSON,1986327,1982525,0,3802,0,116666961,4299,0
Plain Text,1553468,1482913,0,70555,0,97542629,29334,0
Java,1512906,1040619,270554,201733,93785,62363180,7900,0
Python,1031851,774546,140776,116529,77706,37012323,5470,0
Objective C++,734173,542950,78484,112739,39748,27815646,3936,0
C,699530,508550,105605,85375,97650,22442139,1305,0
XML,578030,508160,19623,50247,0,44362368,3251,0
GN,476303,400695,33649,41959,16353,16567287,4267,0
Assembly,269753,248566,1237,19950,344,5316186,206,0
Markdown,205276,157709,0,47567,0,8964388,2041,0
SVG,171514,150240,12556,8718,2225,20153646,3324,0
C#,147024,118884,16826,11314,20228,5860059,232,0
IDL,120099,53962,51293,14844,3,4688930,2490,0
License,112523,92251,0,20272,0,6334034,491,0
Protocol Buffers,107032,58691,33562,14779,31,4352496,834,0
CSV,82133,82123,0,10,0,2861475,41,0
CSS,76205,60361,5617,10227,0,2696828,1385,0
Objective C,73972,57178,8213,8581,4837,2699165,133,0
PHP,40872,26808,9965,4099,2346,1353882,764,0
Shell,35451,23377,7416,4658,2411,1113412,407,0
Perl,35271,25347,5987,3937,3265,970916,105,0
ReStructuredText,33289,24878,0,8411,0,1238794,116,0
YAML,32393,28462,1301,2630,0,1065329,601,0
TypeScript,22125,15775,2953,3397,2042,676666,174,0
Go Template,21789,18954,0,2835,0,783798,223,0
Document Type Definition,21073,17637,0,3436,0,579662,29,0
Patch,20662,19291,0,1371,0,763311,154,0
TypeScript Typings,19298,5236,12184,1878,315,683280,258,0
CMake,14360,12149,960,1251,568,401862,87,0
Module-Definition,14349,14198,76,75,0,1944973,26,0
Autoconf,14113,11277,1568,1268,705,366273,157,0
Bazel,10429,9133,507,789,232,275324,58,0
C++ Header,8879,5835,1667,1377,147,284128,96,0
SQL,7468,6961,239,268,1,531340,148,0
Ruby,6305,5234,266,805,538,204387,23,0
m4,4806,3180,1045,581,0,162775,26,0
INI,3891,2693,16,1182,0,133526,106,0
BASH,3466,2349,606,511,283,107454,47,0
Makefile,3243,2167,523,553,60,100269,40,0
MSBuild,2525,2005,485,35,24,158362,22,0
Extensible Stylesheet Language Transformations,2510,2355,0,155,0,74208,81,0
Windows Resource-Definition Script,2098,1242,630,226,0,72751,28,0
Android Interface Definition Language,1984,798,767,419,0,74433,86,0
Vue,1910,1556,186,168,26,51909,16,0
Groovy,1817,1516,151,150,178,87828,3,0
Dockerfile,1562,1168,215,179,442,40441,19,0
Jinja,1477,1327,25,125,94,57450,38,0
TeX,1454,1441,11,2,0,21756,1,0
XML Schema,1324,1132,0,192,0,43994,9,0
Swift,1180,823,203,154,13,46183,13,0
Batch,1073,686,163,224,106,32173,43,0
CoffeeScript,1070,960,18,92,64,36425,4,0
Meson,965,792,63,110,109,33138,10,0
DOT,953,731,73,149,0,32917,15,0
JSX,849,677,60,112,49,24039,5,0
Go,827,684,61,82,152,20903,7,0
Jupyter,820,820,0,0,0,29217,3,0
Emacs Lisp,812,463,207,142,16,30391,7,0
Elm,542,399,32,111,21,13190,2,0
Happy,490,443,0,47,0,12744,1,0
Vim Script,338,184,103,51,14,12334,6,0
AppleScript,212,116,59,37,7,6973,12,0
FIDL,193,73,81,39,0,6991,8,0
AWK,186,156,12,18,85,4671,2,0
Rakefile,185,142,11,32,8,5713,2,0
Gradle,184,122,34,28,0,8390,1,0
Sass,178,137,15,26,0,4232,12,0
Mako,135,93,13,29,11,2482,6,0
Templ,134,111,8,15,0,4140,2,0
Dart,129,102,7,20,15,3376,3,0
Handlebars,100,100,0,0,0,4184,12,0
Swig,98,84,0,14,0,3312,1,0
Smarty Template,75,61,0,14,2,1937,5,0
GLSL,66,35,15,16,0,2155,2,0
sed,48,17,20,11,0,1677,2,0
Systemd,38,36,0,2,0,1739,2,0
nuspec,38,38,0,0,0,2356,1,0
LD Script,37,29,5,3,1,953,4,0
Powershell,20,9,6,5,0,794,1,0
Properties File,5,5,0,0,0,202,1,0
Gemfile,3,2,0,1,0,39,1,0
DM,1,1,0,0,1,60,1,0
