Language,Lines,Code,Comments,Blanks,Complexity,Bytes,Files,ULOC
C++,9507407,7185783,920329,1401295,649643,370579515,35159,0
C Header,3680728,2173624,865134,641970,42347,140698033,31652,0
HTML,3051398,2702601,64956,283841,0,145017160,62515,0
JavaScript,2707695,1842410,574996,290289,210505,107901655,15480,0
Plain Text,2303129,2231399,0,71730,0,138799762,48054,0
C,1537016,1124411,280772,131833,175529,49884801,1675,0
JSON,1040835,1038256,0,2579,0,37153012,3724,0
Java,885832,595939,174623,115270,63128,35495200,4049,0
Python,732601,542061,107843,82697,59679,26861952,4003,0
Objective C++,629385,461774,70431,97180,35782,23329091,3143,0
XML,312662,270298,11257,31107,0,33817845,2174,0
GN,272395,229125,20821,22449,10777,9029149,2443,0
Assembly,258872,241377,1127,16368,209,4996540,159,0
SVG,159251,138836,12710,7705,2232,19166620,2370,0
Shell,104627,83648,12159,8820,7372,3107845,312,0
CSS,102182,80899,6752,14531,0,3166290,1581,0
Markdown,100939,77167,0,23772,0,4229223,795,0
IDL,94297,36064,47702,10531,3,3778523,1677,0
Objective C,71779,56064,7241,8474,4729,2616010,112,0
C#,71047,52898,11803,6346,6305,2887330,178,0
Protocol Buffers,59352,30202,20889,8261,6,2768194,485,0
Autoconf,51570,43944,4127,3499,6270,2185853,89,0
TCL,41224,31437,6318,3469,3545,1606911,142,0
License,40002,33349,0,6653,0,2133396,250,0
m4,37767,25810,8219,3738,0,1304270,36,0
C++ Header,36633,26125,5456,5052,2397,1138314,159,0
Perl,34888,25378,5784,3726,3181,1006443,120,0
PHP,30377,21521,5851,3005,2127,990675,662,0
YAML,25676,23112,357,2207,0,859126,51,0
ReStructuredText,24666,18495,0,6171,0,961146,71,0
Document Type Definition,21073,17637,0,3436,0,579662,29,0
Patch,19840,18808,0,1032,0,723687,106,0
Go Template,16083,13949,0,2134,0,580582,170,0
Ruby,6175,4943,398,834,614,193019,22,0
Makefile,5022,3424,795,803,55,157420,40,0
SQL,4048,3781,195,72,0,318906,87,0
Happy,3886,3510,0,376,0,128065,5,0
BASH,3432,2297,615,520,284,105606,46,0
Sass,3160,2096,640,424,0,65591,25,0
CSV,3065,3059,0,6,0,148045,16,0
Batch,2978,1609,923,446,107,91911,32,0
MSBuild,2656,2145,488,23,23,162947,24,0
Extensible Stylesheet Language Transformations,2175,2047,0,128,0,63268,65,0
Windows Resource-Definition Script,2020,1128,664,228,0,64153,22,0
CMake,1514,1299,78,137,57,64879,22,0
Jinja,1312,1193,16,103,90,49188,30,0
XML Schema,908,743,0,165,0,27862,8,0
JSX,849,677,60,112,49,24039,5,0
Go,812,651,94,67,152,21427,7,0
Emacs Lisp,735,435,174,126,15,27564,5,0
DOT,569,424,53,92,0,19635,9,0
Elm,542,399,32,111,21,13190,2,0
Module-Definition,504,373,68,63,0,12549,18,0
Vim Script,491,264,154,73,19,17936,10,0
Android Interface Definition Language,488,130,271,87,0,16707,28,0
Swift,460,351,58,51,0,20112,1,0
Dockerfile,445,303,84,58,154,15744,5,0
TypeScript,444,298,71,75,12,12773,20,0
Bazel,443,389,14,40,51,13676,3,0
Groovy,434,313,58,63,34,17856,3,0
AppleScript,212,116,59,37,7,6973,12,0
TypeScript Typings,174,110,46,18,10,4500,2,0
Haxe,167,137,5,25,10,3707,2,0
Rakefile,133,103,6,24,8,3506,2,0
Vue,128,122,0,6,4,4005,2,0
Handlebars,120,116,0,4,0,5243,13,0
Swig,98,84,0,14,0,3312,1,0
Templ,70,58,3,9,0,2311,1,0
INI,67,45,11,11,0,1919,4,0
sed,48,17,20,11,0,1677,2,0
R,47,37,5,5,1,1842,1,0
XAML,42,36,0,6,0,1412,4,0
nuspec,37,37,0,0,0,2293,1,0
Gradle,28,15,7,6,0,737,1,0
Properties File,28,9,17,2,0,1085,5,0
CoffeeScript,7,6,0,1,0,163,1,0
Gemfile,3,2,0,1,0,39,1,0
DM,1,1,0,0,1,60,1,0
Systemd,1,1,0,0,0,61,1,0
