Language,Lines,Code,Comments,Blanks,Complexity,Bytes,Files,ULOC
C++,4809074,3660083,452291,696700,343054,174014596,17771,0
C Header,1814244,1048005,444844,321395,22120,68096015,15571,0
JavaScript,921187,718310,140527,62350,86966,39233026,3163,0
C,886425,626205,181637,78583,131839,27452759,909,0
Python,483277,356225,74649,52403,42738,17382470,2329,0
HTML,472976,423956,9127,39893,0,28108895,4540,0
Objective C++,204211,147080,24588,32543,13458,7227684,960,0
Java,174817,113325,38183,23309,10733,6681078,912,0
Shell,158004,131811,14396,11797,10655,4632302,209,0
JSON,131275,129405,0,1870,0,18486071,2262,0
Assembly,125827,115244,528,10055,189,2303525,103,0
XML,72786,63657,1382,7747,0,2960336,200,0
CSS,46779,36409,3406,6964,0,1038016,398,0
GN,44957,36339,4803,3815,2319,1331869,430,0
Plain Text,41770,35986,0,5784,0,2108441,526,0
IDL,38717,11225,23159,4333,3,1397837,282,0
m4,36563,25563,7261,3739,0,1290826,42,0
Perl,30718,21825,5545,3348,2756,844963,23,0
Makefile,26542,19470,4262,2810,2309,1456339,42,0
Autoconf,21521,17206,2163,2152,2172,1026241,58,0
Patch,18958,17807,0,1151,0,667294,84,0
C++ Header,18498,13612,2371,2515,1459,586365,43,0
ReStructuredText,18160,13603,0,4557,0,713322,63,0
Protocol Buffers,14861,6577,5916,2368,0,762587,134,0
License,14763,12415,0,2348,0,799386,132,0
CSV,14626,14626,0,0,0,299145,4,0
Cython,10733,5815,3299,1619,367,416247,127,0
TCL,9855,7248,1699,908,738,277091,36,0
BASH,3778,2383,941,454,341,115547,41,0
C#,3354,2235,765,354,196,123059,27,0
Sass,2837,1833,633,371,0,61061,13,0
Windows Resource-Definition Script,2721,1480,845,396,0,87166,23,0
PHP,2619,1597,692,330,256,97817,5,0
Objective C,2419,1628,310,481,185,67891,25,0
MSBuild,2330,1856,473,1,17,150733,13,0
SQL,1881,1673,151,57,0,218379,64,0
Go Template,1528,1338,0,190,0,48881,34,0
Happy,1371,1239,0,132,0,49248,1,0
Markdown,1197,887,0,310,0,35326,15,0
Dart,907,450,274,183,80,24567,8,0
SVG,736,693,20,23,0,65910,26,0
YAML,720,685,17,18,0,30928,11,0
Emacs Lisp,582,393,118,71,22,22998,4,0
Module-Definition,514,417,71,26,0,14893,19,0
Batch,509,339,89,81,29,19089,19,0
Jinja,466,434,0,32,24,15897,13,0
Extensible Stylesheet Language Transformations,379,364,0,15,0,13493,4,0
AWK,312,224,74,14,40,8660,5,0
Go,258,208,36,14,66,6913,2,0
AppleScript,212,116,59,37,7,6973,12,0
Vim Script,158,96,39,23,10,5643,3,0
DOT,154,124,6,24,0,4882,5,0
Templ,132,110,3,19,0,4328,1,0
Android Interface Definition Language,116,43,49,24,0,4380,7,0
sed,48,17,20,11,0,1677,2,0
Ruby,32,14,8,10,5,937,1,0
Swig,31,9,20,2,0,1070,1,0
ASP.NET,28,23,0,5,0,853,2,0
Handlebars,20,16,0,4,0,1059,1,0
R,15,11,1,3,0,262,1,0
