Language,Lines,Code,Comments,Blanks,Complexity,Bytes,Files,ULOC
C++,5822349,4434634,540053,847662,400634,211979508,21653,0
C Header,2192200,1284112,520454,387634,25714,83980484,19113,0
C,1199962,848471,252455,99036,164808,37807483,1184,0
JavaScript,1158879,843329,223124,92426,102610,45810236,4590,0
Python,939144,697686,140607,100851,72540,35001359,4610,0
HTML,493267,438704,15073,39490,0,31545766,5591,0
Java,429367,284950,87661,56756,33086,16765475,2167,0
JSON,367475,365345,0,2130,0,12874261,3211,0
Objective C++,283674,205008,34431,44235,18152,10180387,1407,0
Shell,181874,151613,17426,12835,12196,5355088,251,0
Assembly,161622,151140,1050,9432,69,2983634,129,0
Plain Text,120509,113183,0,7326,0,6346210,1313,0
XML,109669,95931,2751,10987,0,4370512,425,0
GN,100142,81104,9642,9396,5196,3022392,1021,0
CSS,54720,42518,4016,8186,1,1160927,544,0
IDL,44754,13829,25768,5157,3,1627989,301,0
m4,43933,30213,9473,4247,0,1523700,46,0
Autoconf,35281,28751,3433,3097,3083,1606131,96,0
Perl,30566,21679,5545,3342,2754,839983,22,0
ReStructuredText,30285,22208,0,8077,0,1159612,112,0
TCL,29970,22899,4662,2409,2328,1300732,90,0
C++ Header,29927,24192,2790,2945,1481,908177,68,0
Markdown,26939,20529,0,6410,0,1020500,208,0
Makefile,26263,19348,4154,2761,2257,1447571,49,0
License,21655,18170,0,3485,0,1184365,190,0
Protocol Buffers,20607,9228,8036,3343,0,961137,187,0
Patch,20343,19211,0,1132,0,720824,94,0
Cython,10733,5815,3299,1619,367,416247,127,0
BASH,4056,2542,1025,489,342,124366,50,0
C#,3323,2208,764,351,194,121927,25,0
Go Template,3316,2954,0,362,0,112309,50,0
Sass,3106,2048,638,420,0,64898,14,0
Happy,2946,2682,0,264,0,105419,2,0
Objective C,2697,1825,350,522,237,78823,27,0
PHP,2619,1597,692,330,256,97817,5,0
MSBuild,2332,1858,473,1,17,150786,13,0
SQL,2173,1979,142,52,0,182741,56,0
Windows Resource-Definition Script,2130,1092,746,292,0,66432,21,0
Batch,2011,1159,584,268,156,65931,25,0
SVG,1869,1792,52,25,0,129576,61,0
YAML,1167,894,190,83,0,42366,31,0
Jinja,1166,1090,0,76,42,43156,22,0
AWK,763,582,155,26,148,21027,11,0
Emacs Lisp,745,501,142,102,24,28776,5,0
Module-Definition,633,540,43,50,0,16346,19,0
TeX,454,286,81,87,19,18295,1,0
Extensible Stylesheet Language Transformations,342,332,0,10,0,12410,3,0
INI,332,264,21,47,0,7478,9,0
Vim Script,331,181,96,54,10,12268,7,0
Go,258,208,36,14,66,6913,2,0
CMake,214,157,29,28,3,5842,6,0
AppleScript,212,116,59,37,7,6973,12,0
Android Interface Definition Language,178,69,72,37,0,6525,11,0
Varnish Configuration,122,119,0,3,0,4153,1,0
DOT,87,76,0,11,0,1898,4,0
CSV,68,68,0,0,0,9172,10,0
Templ,65,53,3,9,0,2024,1,0
sed,48,17,20,11,0,1677,2,0
Ruby,32,14,8,10,5,937,1,0
Swig,31,9,20,2,0,1070,1,0
Properties File,22,3,17,2,0,857,3,0
Handlebars,20,16,0,4,0,1059,1,0
DM,1,1,0,0,1,60,1,0
