Language,Lines,Code,Comments,Blanks,Complexity,Bytes,Files,ULOC
HTML,1310142,1149581,24018,136543,0,47400396,28929,0
Plain Text,1188542,1123418,0,65124,0,70669313,35669,0
JavaScript,834937,511426,200234,123277,76532,29283942,6630,0
C++,706968,502102,102621,102245,103254,26761908,2711,0
C Header,341891,183813,98990,59088,8508,13080355,3299,0
SVG,149475,128982,12824,7669,2414,17691323,1946,0
Python,106727,71547,21750,13430,8319,4442603,579,0
XML,38755,23478,6595,8682,0,1918913,1007,0
IDL,28844,8893,17726,2225,0,1390244,722,0
CSS,22781,17253,2230,3298,2,694074,623,0
JSON,19408,19227,0,181,0,1014833,42,0
Document Type Definition,18879,15453,0,3426,0,516555,27,0
Perl,17942,13142,2751,2049,1328,554829,130,0
Objective C++,9497,6979,1214,1304,1075,366781,30,0
Autoconf,6098,5756,125,217,11,127487,26,0
PHP,5733,5022,146,565,917,164538,334,0
Ruby,4505,3801,161,543,324,141818,9,0
Happy,2415,2176,0,239,0,63916,2,0
Java,1960,1622,64,274,318,65887,22,0
Extensible Stylesheet Language Transformations,1776,1660,0,116,0,49099,55,0
Go Template,1690,1414,0,276,0,60002,27,0
C,984,705,140,139,77,34981,2,0
XML Schema,908,743,0,165,0,27862,8,0
License,693,559,0,134,0,48085,9,0
GLSL,544,434,83,27,17,11578,88,0
Assembly,354,142,183,29,2,12947,4,0
ReStructuredText,301,221,0,80,0,9365,1,0
Shell,186,71,100,15,10,8806,3,0
YAML,136,104,8,24,0,2387,5,0
Swig,98,84,0,14,0,3312,1,0
Markdown,27,21,0,6,0,1482,1,0
Sass,21,16,2,3,0,249,3,0
MSBuild,7,7,0,0,0,495,1,0
Systemd,1,1,0,0,0,61,1,0
