Language,Lines,Code,Comments,Blanks,Complexity,Bytes,Files,ULOC
C++,7678993,5802905,748253,1127835,557861,279047831,28561,0
C Header,3049670,1791672,728227,529771,37319,117397038,26088,0
HTML,2408605,2131439,49809,227357,0,102355031,47448,0
Plain Text,1977631,1904821,0,72810,0,115526674,44077,0
JavaScript,1973847,1320348,447695,205804,161459,78987138,11261,0
C,1378435,975947,284767,117721,181464,44581497,1435,0
Python,675577,495758,104013,75806,52393,24739063,3515,0
Java,653267,434939,134504,83824,49183,25687400,3042,0
JSON,482664,480185,0,2479,0,18801634,3196,0
Objective C++,326241,237075,38758,50408,20362,11827647,1610,0
Assembly,199867,186824,1539,11504,107,3710714,143,0
GN,192189,161442,15035,15712,8236,6341418,1639,0
XML,190471,156955,10000,23516,0,27943248,1588,0
Shell,158966,129652,16812,12502,11134,4681609,261,0
SVG,153320,133222,12591,7507,2222,18546988,2119,0
CSS,86820,67388,6126,13306,0,1984936,1342,0
IDL,81266,27588,45110,8568,3,3338915,1440,0
Objective C,65883,51986,6219,7678,4201,2419958,88,0
m4,55351,38363,11660,5328,0,1958911,39,0
C#,52032,37459,9804,4769,5647,2052671,144,0
Autoconf,47854,40665,3619,3570,3924,2015678,121,0
Markdown,45065,33810,0,11255,0,1817565,310,0
Protocol Buffers,37412,17262,14383,5767,0,1568400,381,0
TCL,35284,26966,5412,2906,2924,1442838,118,0
License,34521,28879,0,5642,0,1835207,221,0
Perl,33167,23659,5801,3707,2947,916109,112,0
C++ Header,30630,24531,3046,3053,1512,924698,71,0
Makefile,28191,21121,4201,2869,2691,1513556,41,0
ReStructuredText,24586,18478,0,6108,0,960440,70,0
Document Type Definition,18948,15512,0,3436,0,518692,28,0
Patch,18283,17293,0,990,0,656803,83,0
PHP,15161,12798,1046,1317,1673,478710,615,0
Go Template,10435,9076,0,1359,0,382608,114,0
BASH,4684,2908,1145,631,389,141072,59,0
Happy,3960,3575,0,385,0,130326,5,0
Ruby,3729,2930,283,516,351,118599,15,0
SQL,3426,3226,145,55,0,245935,97,0
Sass,3227,2152,642,433,0,66451,31,0
MSBuild,2869,2359,508,2,42,176196,20,0
Batch,2621,1403,832,386,86,80321,27,0
Extensible Stylesheet Language Transformations,2173,2044,0,129,0,63304,64,0
Windows Resource-Definition Script,1812,943,650,219,0,58692,16,0
Jinja,1138,1036,3,99,55,45258,26,0
CMake,1034,886,57,91,34,42059,17,0
XML Schema,908,743,0,165,0,27862,8,0
YAML,884,794,53,37,0,35451,15,0
Go,790,631,94,65,159,20109,7,0
Emacs Lisp,715,418,172,125,15,26684,5,0
DOT,501,376,46,79,0,17751,8,0
Cython,466,334,49,83,43,12878,7,0
Swift,460,351,58,51,0,20550,1,0
Vim Script,438,233,139,66,14,16068,8,0
GLSL,431,335,83,13,8,9259,78,0
Module-Definition,381,308,32,41,0,9229,12,0
Bazel,345,304,4,37,39,9685,3,0
Dockerfile,219,125,56,38,23,7339,5,0
AppleScript,212,116,59,37,7,6973,12,0
Android Interface Definition Language,166,53,73,40,0,5727,11,0
Rakefile,103,81,5,17,8,2654,1,0
Swig,98,84,0,14,0,3312,1,0
nuspec,91,89,2,0,0,5178,2,0
CSV,68,68,0,0,0,9172,10,0
Templ,67,55,3,9,0,2142,1,0
INI,56,37,11,8,0,1643,2,0
sed,48,17,20,11,0,1677,2,0
R,47,37,5,5,1,1842,1,0
TypeScript,23,21,0,2,1,352,2,0
Properties File,22,3,17,2,0,857,3,0
Handlebars,20,16,0,4,0,1059,1,0
CoffeeScript,7,6,0,1,0,163,1,0
Gemfile,3,2,0,1,0,39,1,0
DM,1,1,0,0,1,60,1,0
Systemd,1,1,0,0,0,61,1,0
