Language,Lines,Code,Comments,Blanks,Complexity,Bytes,Files,ULOC
C++,10689377,8080179,1038295,1570903,713985,422312123,39004,0
C Header,4131021,2450078,968650,712293,48016,160298233,34662,0
HTML,3292444,2926995,67878,297571,0,155775569,67254,0
JavaScript,2770378,1878782,590509,301087,210267,110447833,16729,0
C,1927989,1396370,370587,161032,218364,62585863,2050,0
JSON,1286436,1283596,0,2840,0,87657160,3946,0
Plain Text,1210755,1137420,0,73335,0,92377260,27662,0
Java,995026,670571,193403,131052,69654,40100643,4810,0
Python,777953,578331,112903,86719,61553,28156783,4204,0
Objective C++,552134,406903,60547,84684,30399,20665674,2873,0
XML,355843,310218,11803,33822,0,35573321,2316,0
GN,314089,263678,23795,26616,11649,10382160,2749,0
Assembly,275892,254777,1306,19809,309,5297980,175,0
SVG,172336,150959,12885,8492,2254,19773818,2832,0
Shell,131517,104801,15421,11295,9457,3905886,365,0
Markdown,113200,86442,0,26758,0,5019517,998,0
IDL,105245,44432,48513,12300,3,4164858,1895,0
CSS,103765,82231,6825,14709,0,3207964,1600,0
Protocol Buffers,75179,41572,23553,10054,23,3266882,559,0
License,74969,61517,0,13452,0,4151662,327,0
Autoconf,74619,64089,5817,4713,9272,3096487,108,0
C#,71468,52427,12728,6313,7402,2914471,186,0
Objective C,71142,55264,7579,8299,4731,2584543,125,0
TCL,67860,52183,9847,5830,5650,2569787,229,0
m4,50742,34537,11250,4955,0,1753555,49,0
Perl,44083,31911,7416,4756,4330,1263680,123,0
PHP,38896,25332,9751,3813,2274,1286988,719,0
YAML,27136,24027,861,2248,0,871714,373,0
ReStructuredText,24653,18484,0,6169,0,960718,72,0
Patch,21404,20296,0,1108,0,779676,103,0
Document Type Definition,21073,17637,0,3436,0,579662,29,0
Go Template,16967,14789,0,2178,0,615029,178,0
C++ Header,8056,5241,1630,1185,112,263111,88,0
Happy,6292,5655,0,637,0,210270,8,0
Makefile,6065,4234,909,922,56,192353,39,0
Ruby,4582,3792,205,585,515,142511,16,0
SQL,4505,4222,196,87,0,347853,96,0
Batch,4165,2219,1342,604,132,129945,34,0
CMake,4055,2966,525,564,86,119711,41,0
Bazel,3934,3348,275,311,55,98086,19,0
BASH,3398,2303,593,502,271,104786,47,0
Sass,3160,2096,640,424,0,65591,25,0
CSV,3033,3027,0,6,0,150470,21,0
MSBuild,2751,2239,488,24,23,166813,25,0
Extensible Stylesheet Language Transformations,2189,2060,0,129,0,63757,66,0
Windows Resource-Definition Script,2121,1203,679,239,0,66901,26,0
Jinja,1415,1266,40,109,98,52282,34,0
Go,936,759,100,77,176,24783,8,0
XML Schema,908,743,0,165,0,27862,8,0
JSX,849,677,60,112,49,24039,5,0
Emacs Lisp,738,435,176,127,15,27750,5,0
DOT,652,496,53,103,0,21380,13,0
Module-Definition,571,411,85,75,0,14271,19,0
Elm,542,399,32,111,21,13190,2,0
Groovy,538,400,70,68,48,23200,3,0
Android Interface Definition Language,520,141,287,92,0,18454,30,0
Swift,460,351,58,51,0,20112,1,0
Dockerfile,457,312,86,59,163,16039,5,0
TypeScript,444,298,71,75,12,12773,20,0
FIDL,410,200,136,74,0,13086,7,0
Vim Script,342,187,104,51,14,12320,6,0
AppleScript,212,116,59,37,7,6973,12,0
TypeScript Typings,174,110,46,18,10,4500,2,0
Haxe,167,137,5,25,10,3707,2,0
Templ,154,129,8,17,0,4610,2,0
Rakefile,150,113,11,26,8,4224,2,0
INI,133,108,12,13,0,3966,22,0
Vue,128,122,0,6,4,4005,2,0
Handlebars,120,116,0,4,0,5243,13,0
Gradle,86,55,14,17,0,3559,1,0
XAML,63,54,0,9,0,2118,6,0
Powershell,60,52,6,2,13,3519,6,0
sed,48,17,20,11,0,1677,2,0
R,47,37,5,5,1,1842,1,0
nuspec,37,37,0,0,0,2293,1,0
Properties File,28,9,17,2,0,1085,5,0
Dart,15,12,0,3,0,206,1,0
CoffeeScript,7,6,0,1,0,163,1,0
LD Script,7,6,0,1,0,366,1,0
Gemfile,3,2,0,1,0,39,1,0
Systemd,1,1,0,0,0,61,1,0
DM,1,1,0,0,1,60,1,0
