Language,Lines,Code,Comments,Blanks,Complexity,Bytes,Files,ULOC
HTML,1324784,1162987,24110,137687,0,47867426,29356,0
Plain Text,1249337,1183779,0,65558,0,75562473,36528,0
JavaScript,841798,515718,202103,123977,77123,29511849,6674,0
C++,712430,507422,102032,102976,103441,26974262,2728,0
C Header,345669,186783,99115,59771,8588,13219739,3327,0
SVG,150149,129551,12903,7695,2423,17726613,1970,0
Python,107190,71860,21878,13452,8338,4462089,580,0
XML,38701,23434,6587,8680,0,1917035,1007,0
IDL,28819,8901,17693,2225,0,1394361,725,0
CSS,22946,17402,2233,3311,2,699303,631,0
JSON,19449,19268,0,181,0,1019295,42,0
Document Type Definition,18879,15453,0,3426,0,516555,27,0
Perl,17940,13142,2750,2048,1328,554810,130,0
Objective C++,9509,6991,1214,1304,1078,367429,30,0
Autoconf,6102,5761,123,218,13,127917,27,0
PHP,5832,5104,149,579,931,167139,337,0
Ruby,4505,3801,161,543,324,141818,9,0
Happy,2384,2148,0,236,0,63072,2,0
Java,1971,1631,64,276,318,66177,22,0
Extensible Stylesheet Language Transformations,1776,1660,0,116,0,49099,55,0
Go Template,1649,1401,0,248,0,59334,27,0
C,984,705,140,139,77,34981,2,0
XML Schema,908,743,0,165,0,27862,8,0
License,693,559,0,134,0,48085,9,0
GLSL,544,434,83,27,17,11578,88,0
GN,370,226,95,49,39,11330,4,0
Assembly,358,146,183,29,2,12983,4,0
ReStructuredText,301,221,0,80,0,9365,1,0
Shell,186,71,100,15,10,8806,3,0
YAML,136,104,8,24,0,2387,5,0
Swig,98,84,0,14,0,3312,1,0
Markdown,27,21,0,6,0,1482,1,0
Sass,21,16,2,3,0,249,3,0
MSBuild,7,7,0,0,0,495,1,0
Systemd,1,1,0,0,0,61,1,0
