Language,Lines,Code,Comments,Blanks,Complexity,Bytes,Files,ULOC
C++,8317177,6280884,810581,1225712,586560,304304031,30898,0
C Header,3260196,1906089,783393,570714,38320,125841914,28650,0
HTML,2780396,2458024,59405,262967,0,116297316,56062,0
JavaScript,2194027,1476941,489177,227909,178595,88036299,12036,0
Plain Text,2064602,1995243,0,69359,0,129413292,44575,0
C,1360471,991144,257047,112280,161850,44394299,1483,0
JSON,840452,837911,0,2541,0,28533521,3350,0
Java,751028,501775,152054,97199,55186,29797876,3501,0
Python,701005,518828,103245,78932,55941,25679260,3776,0
Objective C++,559328,410535,63191,85602,32756,20599340,2737,0
XML,251478,215133,10521,25824,0,31276278,1710,0
Assembly,233255,217369,1123,14763,120,4431736,136,0
GN,230373,194499,17539,18335,9008,7643348,2035,0
SVG,154624,134453,12587,7584,2228,18721656,2214,0
Shell,152064,126295,15142,10627,9519,4478842,272,0
CSS,89946,69969,6286,13691,0,2038567,1441,0
IDL,88828,32606,46452,9770,3,3593706,1556,0
Markdown,71774,54663,0,17111,0,2932165,508,0
Objective C,68154,53418,6710,8026,4362,2493235,102,0
m4,55781,38657,11783,5341,0,1980257,39,0
C#,52478,37655,10002,4821,5671,2067215,146,0
Autoconf,41405,34789,3415,3201,3860,1878387,89,0
TCL,38952,29672,5982,3298,3332,1548276,128,0
Protocol Buffers,37683,17166,14781,5736,0,1586488,352,0
License,36965,30890,0,6075,0,1975246,231,0
Perl,32827,23493,5680,3654,2921,904436,107,0
Patch,29516,27788,0,1728,0,1196928,93,0
Makefile,28259,21168,4205,2886,2689,1517607,42,0
C++ Header,25793,17917,4493,3383,1670,818712,77,0
ReStructuredText,24743,18581,0,6162,0,964758,71,0
Document Type Definition,21073,17637,0,3436,0,579662,29,0
PHP,16264,13724,1109,1431,1761,511169,661,0
Go Template,12335,10692,0,1643,0,445963,139,0
Happy,4014,3627,0,387,0,132937,5,0
SQL,3790,3539,195,56,0,286391,78,0
Ruby,3786,2974,286,526,354,120113,16,0
BASH,3584,2395,693,496,264,110213,56,0
Sass,3246,2171,642,433,0,66725,35,0
MSBuild,2850,2341,508,1,42,175395,19,0
Batch,2829,1507,908,414,84,86887,30,0
CSV,2478,2478,0,0,0,65126,12,0
Extensible Stylesheet Language Transformations,2173,2044,0,129,0,63304,64,0
Windows Resource-Definition Script,1791,932,645,214,0,58614,16,0
Jinja,1243,1127,16,100,77,48245,30,0
CMake,1061,910,57,94,34,42530,18,0
YAML,972,881,53,38,0,38076,18,0
XML Schema,908,743,0,165,0,27862,8,0
Go,812,651,94,67,152,21427,7,0
Emacs Lisp,715,418,172,125,15,26684,5,0
DOT,505,380,46,79,0,17567,8,0
Vim Script,478,255,151,72,18,17485,10,0
Swift,460,351,58,51,0,20550,1,0
Module-Definition,410,324,42,44,0,10047,14,0
Bazel,345,304,4,37,39,9685,3,0
Android Interface Definition Language,316,92,162,62,0,11009,21,0
AppleScript,212,116,59,37,7,6973,12,0
Dockerfile,174,105,41,28,17,5716,3,0
Rakefile,103,81,5,17,8,2654,1,0
Swig,98,84,0,14,0,3312,1,0
nuspec,91,89,2,0,0,5178,2,0
Templ,70,58,3,9,0,2311,1,0
INI,65,40,17,8,0,2103,3,0
sed,48,17,20,11,0,1677,2,0
R,47,37,5,5,1,1842,1,0
XAML,42,36,0,6,0,1412,4,0
TypeScript,28,26,0,2,1,491,4,0
Properties File,22,3,17,2,0,857,3,0
Handlebars,20,16,0,4,0,1059,1,0
CoffeeScript,7,6,0,1,0,163,1,0
Gemfile,3,2,0,1,0,39,1,0
DM,1,1,0,0,1,60,1,0
Systemd,1,1,0,0,0,61,1,0
