Language,Lines,Code,Comments,Blanks,Complexity,Bytes,Files,ULOC
C++,7323492,5544710,708750,1070032,548216,269907368,27242,0
C Header,2847957,1651365,693177,503415,36767,108605766,25063,0
HTML,2309922,2043522,48535,217865,0,98670289,45695,0
JavaScript,1929774,1292332,436817,200625,157697,77308641,10799,0
Plain Text,1861895,1788217,0,73678,0,107955090,44215,0
C,1531788,1084173,326255,121360,196740,49098819,1458,0
Python,714536,527320,107391,79825,61375,26250978,3495,0
Java,593413,394756,122605,76052,45071,23263999,2738,0
JSON,423694,421288,0,2406,0,14414568,3056,0
Objective C++,312567,226534,37384,48649,19998,11285921,1536,0
Shell,217740,180477,21046,16217,15183,6345632,270,0
Assembly,197998,185605,1346,11047,102,3683176,145,0
XML,173504,141870,9711,21923,0,27256200,1524,0
SVG,151708,131585,12588,7535,2260,18429625,2094,0
GN,141523,115034,13335,13154,6960,4379786,1322,0
CSS,81046,62950,6028,12068,0,1890948,1299,0
IDL,79682,26636,44649,8397,3,3268311,1353,0
m4,69344,47918,14778,6648,0,2425357,59,0
Objective C,67660,53862,6114,7684,4216,2493361,78,0
Autoconf,58291,49399,4531,4361,4790,2454235,130,0
TCL,50268,38415,7743,4110,4088,2093197,163,0
C#,49064,35183,9284,4597,5152,1926923,139,0
Markdown,36080,26918,0,9162,0,1410738,255,0
Protocol Buffers,34014,15771,13106,5137,0,1456355,343,0
Perl,32949,23455,5784,3710,2931,908530,110,0
C++ Header,30904,24799,3053,3052,1512,935479,71,0
Makefile,27895,20951,4137,2807,2667,1500764,38,0
ReStructuredText,25502,19030,0,6472,0,997582,71,0
License,24025,20105,0,3920,0,1312282,207,0
Document Type Definition,18878,15452,0,3426,0,516512,27,0
Patch,16423,15460,0,963,0,589398,79,0
PHP,12550,10389,951,1210,1638,385067,526,0
Cython,10733,5815,3299,1619,367,416247,127,0
Go Template,5860,5123,0,737,0,198653,82,0
Happy,5433,4916,0,517,0,183031,6,0
BASH,4185,2640,1050,495,348,127945,57,0
Ruby,3757,2972,283,502,343,120053,16,0
Sass,3221,2146,642,433,0,66347,30,0
Batch,3144,1635,1076,433,92,97738,27,0
MSBuild,2861,2351,508,2,42,175761,19,0
SQL,2726,2526,145,55,0,205921,65,0
Extensible Stylesheet Language Transformations,2287,2141,0,146,0,67105,65,0
Windows Resource-Definition Script,1943,1012,691,240,0,61832,18,0
Emacs Lisp,983,603,229,151,28,37228,6,0
CMake,959,819,56,84,32,40483,15,0
Jinja,952,870,0,82,40,39196,23,0
XML Schema,908,743,0,165,0,27862,8,0
YAML,872,791,44,37,0,34861,15,0
Go,774,620,90,64,157,19508,7,0
DOT,501,376,46,79,0,17751,8,0
Swift,460,351,58,51,0,20550,1,0
Vim Script,437,232,138,67,14,15963,8,0
GLSL,431,335,83,13,8,9263,78,0
AWK,413,314,82,17,77,10983,6,0
Module-Definition,383,310,32,41,0,9323,12,0
Bazel,332,289,5,38,34,9228,3,0
AppleScript,212,116,59,37,7,6973,12,0
Android Interface Definition Language,189,65,81,43,0,6477,12,0
Swig,129,93,20,16,0,4382,2,0
CSV,68,68,0,0,0,9172,10,0
Templ,67,55,3,9,0,2142,1,0
Dockerfile,66,44,9,13,2,2401,2,0
INI,58,35,15,8,0,1743,2,0
nuspec,56,56,0,0,0,3486,1,0
sed,48,17,20,11,0,1677,2,0
R,47,37,5,5,1,1842,1,0
Rakefile,36,28,1,7,5,753,1,0
TypeScript,23,21,0,2,1,352,2,0
Properties File,22,3,17,2,0,857,3,0
Handlebars,20,16,0,4,0,1059,1,0
CoffeeScript,7,6,0,1,0,163,1,0
Gemfile,3,2,0,1,0,39,1,0
DM,1,1,0,0,1,60,1,0
Systemd,1,1,0,0,0,61,1,0
