Language,Lines,Code,Comments,Blanks,Complexity,Bytes,Files,ULOC
C++,18151416,13857401,1700297,2593718,1042723,693318158,60040,0
C Header,5878171,3552913,1277743,1047515,58976,232398069,51002,0
HTML,4745203,4238352,91980,414871,0,207526539,94218,0
JSON,3684793,3683700,0,1093,0,236463679,8781,0
JavaScript,3325551,2346688,624003,354860,207306,147181958,18959,0
Java,1869523,1347642,279606,242275,103805,76832095,8973,0
Plain Text,1207146,1143859,0,63287,0,52585675,26439,0
Python,1139786,862377,148014,129395,84417,41200573,6453,0
Objective C++,1023543,756332,112900,154311,48415,39394498,5109,0
Rust,975415,761855,154203,59357,45832,33283368,2560,0
TypeScript,888687,633812,133091,121784,56298,30019487,4231,0
XML,738585,662677,26690,49218,0,57242132,3730,0
C,716879,509766,107348,99765,85055,22226950,1182,0
GN,582617,488643,42798,51176,20829,20647184,5379,0
SVG,316741,295227,12687,8827,2219,35564522,3704,0
Markdown,290741,224975,0,65766,0,12917340,2932,0
Assembly,276282,253554,1269,21459,760,5681455,206,0
License,157877,129100,0,28777,0,8885453,591,0
C#,157031,127958,17452,11621,20524,6453853,239,0
Protocol Buffers,137549,67095,50963,19491,35,4973452,1231,0
IDL,132594,61984,53693,16917,3,5039470,2697,0
CSS,98627,78098,7475,13054,0,3441173,1612,0
CSV,82210,82204,0,6,0,2831209,44,0
Objective C,80971,62219,9019,9733,5283,2976746,175,0
YAML,67734,60773,1781,5180,0,2398693,1983,0
PHP,41043,27117,9787,4139,2373,1364593,790,0
Shell,35170,22924,7382,4864,2380,1119128,484,0
Patch,33408,31104,0,2304,0,1323483,190,0
TypeScript Typings,33138,14746,14343,4049,358,1061420,427,0
ReStructuredText,26785,19988,0,6797,0,1041487,106,0
Perl,25653,18280,4409,2964,2012,659697,104,0
Bazel,23834,20499,1385,1950,515,763770,151,0
Autoconf,23117,20288,1765,1064,572,1109348,162,0
Go Template,19930,17189,0,2741,0,666222,245,0
Module-Definition,19416,19270,81,65,0,2681774,26,0
CMake,17523,14645,1469,1409,703,495462,94,0
TOML,17151,13441,1600,2110,31,378115,136,0
SQL,16663,14654,1298,711,23,1045340,246,0
m4,11681,8215,2213,1253,0,414469,22,0
C++ Header,9405,6211,1784,1410,312,302225,98,0
Swift,9071,6326,1464,1281,396,313963,82,0
Ruby,7852,6320,535,997,595,254937,29,0
Kotlin,4065,2880,828,357,22,165168,22,0
Document Type Definition,3819,3799,0,20,0,120824,7,0
BASH,3744,2518,686,540,265,117199,57,0
Jinja,3686,3309,59,318,162,126963,62,0
Makefile,3103,2119,474,510,55,93132,40,0
MSBuild,2705,2182,485,38,33,167377,24,0
Vue,2475,2033,234,208,33,68260,20,0
Extensible Stylesheet Language Transformations,2190,2046,0,144,0,62357,80,0
Groovy,1934,1550,217,167,222,94522,3,0
Windows Resource-Definition Script,1856,1068,593,195,0,63312,30,0
Dockerfile,1720,1246,271,203,454,47808,22,0
JSX,1698,1354,120,224,98,48078,10,0
DOT,1578,1271,80,227,0,49933,33,0
Jupyter,1541,1541,0,0,0,59660,2,0
TeX,1499,1486,11,2,0,23653,2,0
Android Interface Definition Language,1337,317,835,185,0,45960,44,0
Batch,1291,792,242,257,114,38894,45,0
Emacs Lisp,1119,667,272,180,19,40678,9,0
Elm,1084,798,64,222,42,26380,4,0
CoffeeScript,1070,960,18,92,64,36425,4,0
Meson,981,805,63,113,117,33624,10,0
Handlebars,811,770,0,41,6,25437,31,0
Go,697,570,58,69,114,17917,7,0
Happy,497,448,0,49,0,12845,1,0
XML Schema,424,396,0,28,0,16334,1,0
Vim Script,338,184,103,51,14,12243,6,0
CloudFormation (YAML),231,229,2,0,0,18225,1,0
FIDL,222,96,88,38,0,7908,7,0
AppleScript,212,116,59,37,7,6661,12,0
AWK,211,173,15,23,85,5013,3,0
Gradle,201,134,39,28,0,8978,1,0
Rakefile,192,150,13,29,15,5885,2,0
Sass,173,133,15,25,0,4191,11,0
GLSL,170,121,19,30,0,5671,4,0
INI,165,125,14,26,0,4467,12,0
Mako,135,93,13,29,11,2482,6,0
Powershell,134,87,24,23,3,4543,2,0
Templ,134,111,8,15,0,4092,2,0
Dart,129,102,7,20,15,3376,3,0
Swig,98,84,0,14,0,3312,1,0
D,97,17,70,10,13,4500,2,0
Smarty Template,58,47,0,11,2,1545,4,0
sed,48,17,20,11,0,1625,2,0
JSONC,48,30,15,3,0,1199,3,0
LD Script,39,31,5,3,3,1032,4,0
Systemd,38,36,0,2,0,1739,2,0
nuspec,38,38,0,0,0,2356,1,0
Prolog,22,22,0,0,0,918,1,0
Nix,20,18,0,2,0,532,1,0
Properties File,5,5,0,0,0,200,1,0
Gemfile,3,2,0,1,0,39,1,0
Docker ignore,2,2,0,0,0,16,1,0
DM,1,1,0,0,1,60,1,0
