Language,Lines,Code,Comments,Blanks,Complexity,Bytes,Files,ULOC
C++,3955622,3014763,379448,561411,293212,144006691,13944,0
C Header,1514993,856067,388199,270727,21628,55199989,12360,0
C,867413,609421,181889,76103,130596,26546280,828,0
JavaScript,741743,599152,98301,44290,69212,31750385,2370,0
HTML,311370,270404,5888,35078,0,17779225,3190,0
Python,309721,231846,45716,32159,24881,11245679,1566,0
Objective C++,173667,124761,21301,27605,11773,6152260,841,0
Shell,155543,129989,14083,11471,10450,4567100,179,0
Java,115967,76171,24689,15107,6929,4500440,537,0
JSON,75424,74048,0,1376,0,16813274,1835,0
Perl,47876,32192,9791,5893,3715,1340947,48,0
CSS,40774,32081,2620,6073,0,1175005,343,0
Plain Text,39468,35158,0,4310,0,1948965,431,0
m4,36563,25563,7261,3739,0,1290826,42,0
XML,32808,28540,992,3276,0,1261498,115,0
IDL,30622,8526,18878,3218,3,1087677,236,0
Makefile,26765,19680,4181,2904,2312,1465682,33,0
Autoconf,21853,17376,2278,2199,2178,1036311,60,0
Patch,17671,16638,0,1033,0,611922,70,0
C++ Header,17650,13144,2184,2322,1407,562327,40,0
License,12834,10728,0,2106,0,681349,101,0
Protocol Buffers,12500,5598,4971,1931,0,682915,109,0
TCL,9855,7248,1699,908,738,277091,36,0
GN,5171,4352,563,256,120,160062,38,0
BASH,3731,2371,921,439,345,113654,40,0
PHP,2619,1597,692,330,256,97817,5,0
Windows Resource-Definition Script,2605,1423,819,363,0,87173,24,0
Raku,2524,1877,100,547,143,58799,57,0
Objective C,2427,1629,314,484,187,68427,26,0
Assembly,2344,1533,535,276,23,60064,17,0
C#,1896,1250,461,185,107,65031,13,0
ReStructuredText,1788,1369,0,419,0,66696,13,0
MSBuild,1617,1374,243,0,4,119164,7,0
Happy,1371,1239,0,132,0,49248,1,0
SQL,1183,1153,11,19,0,136526,37,0
Dart,907,450,274,183,80,24560,8,0
Batch,616,404,127,85,36,22291,20,0
Markdown,478,319,0,159,0,17199,6,0
Cython,466,334,49,83,43,12878,7,0
Module-Definition,461,387,57,17,0,13351,13,0
Extensible Stylesheet Language Transformations,379,364,0,15,0,13493,4,0
SVG,376,365,5,6,0,19261,11,0
Swig,316,252,20,44,0,10156,3,0
Emacs Lisp,314,208,61,45,9,12454,3,0
AWK,312,224,74,14,40,8660,5,0
Jinja,243,213,0,30,12,8453,7,0
AppleScript,212,116,59,37,7,6973,12,0
Go Template,146,134,0,12,0,3621,3,0
Vim Script,138,85,32,21,10,4953,2,0
YAML,136,111,14,11,0,3131,8,0
Templ,132,110,3,19,0,4328,1,0
DOT,128,106,6,16,0,3457,5,0
INI,59,59,0,0,0,1213,2,0
sed,53,18,22,13,0,1901,2,0
CSV,45,45,0,0,0,13440,3,0
Android Interface Definition Language,41,16,14,11,0,1472,3,0
Ruby,32,14,8,10,5,937,1,0
ASP.NET,28,23,0,5,0,853,2,0
GLSL,20,20,0,0,0,489,2,0
Handlebars,20,16,0,4,0,1059,1,0
