Language,Lines,Code,Comments,Blanks,Complexity,Bytes,Files,ULOC
C++,12854224,9742423,1223556,1888245,822938,484408193,45546,0
C Header,4792471,2934467,1031058,826946,54622,188088195,39858,0
HTML,3907361,3481349,77825,348187,0,177187512,76888,0
JavaScript,3625797,2454359,777169,394269,233189,141366591,20033,0
JSON,2012790,2009030,0,3760,0,116899305,4270,0
Java,1426016,982748,251504,191764,89198,58671452,7480,0
Python,1161522,876180,157831,127511,86086,41113259,5757,0
Plain Text,1104115,1032635,0,71480,0,84081755,27808,0
C,665125,484339,99165,81621,93806,21325752,1077,0
Objective C++,660310,487503,71890,100917,35938,24936968,3619,0
XML,523669,461695,16844,45130,0,43157400,2908,0
GN,417185,349334,30900,36951,14829,14433425,3788,0
Assembly,250475,230282,1263,18930,313,4861339,195,0
SVG,179721,158508,12503,8710,2224,21604942,3247,0
Markdown,172770,132435,0,40335,0,7666990,1729,0
IDL,114935,49971,51072,13892,3,4517476,2271,0
License,112847,93098,0,19749,0,6311422,542,0
CSS,103964,82767,6712,14485,0,3853259,1491,0
Protocol Buffers,101959,55378,32307,14274,31,4176791,801,0
C++ Header,94471,77453,1698,15320,7291,4289415,99,0
CSV,81729,81729,0,0,0,2802027,34,0
C#,78154,58072,13322,6760,8271,3203853,196,0
Objective C,72453,56285,7723,8445,4829,2639987,126,0
ReStructuredText,65609,47717,0,17892,0,2376151,336,0
PHP,41577,27215,10205,4157,2436,1384213,748,0
Perl,33809,24181,5886,3742,3138,940450,104,0
Shell,33767,22348,7020,4399,2336,1054830,382,0
YAML,30499,26342,1709,2448,0,998564,637,0
Document Type Definition,23198,19762,0,3436,0,640632,30,0
Go Template,20926,18208,0,2718,0,751119,217,0
Patch,16807,15701,0,1106,0,653348,118,0
Module-Definition,12807,12656,76,75,0,1775753,26,0
Autoconf,11694,9592,1186,916,470,289033,151,0
CMake,9502,8126,689,687,187,242886,62,0
Bazel,7149,6239,394,516,71,178726,29,0
SQL,6894,6368,355,171,7,465974,126,0
Ruby,5880,4902,236,742,545,188927,24,0
m4,4807,3183,1043,581,0,162755,26,0
Makefile,4483,3175,550,758,82,147622,50,0
BASH,3372,2311,567,494,278,103990,43,0
Sass,3284,2185,653,446,0,69130,26,0
MSBuild,2495,1976,489,30,24,156307,21,0
Extensible Stylesheet Language Transformations,2315,2181,0,134,0,68154,73,0
Windows Resource-Definition Script,2097,1240,630,227,0,72624,28,0
Batch,1893,1444,138,311,396,54591,44,0
Vue,1781,1455,175,151,16,48578,15,0
INI,1610,1225,79,306,0,48433,102,0
Android Interface Definition Language,1582,618,633,331,0,57683,72,0
Jinja,1498,1353,25,120,96,58571,35,0
XML Schema,1324,1132,0,192,0,43994,9,0
Dockerfile,1276,980,150,146,376,34242,16,0
Groovy,1236,1017,134,85,104,61376,3,0
Go,1082,880,105,97,206,28021,9,0
CoffeeScript,1070,960,18,92,64,36425,4,0
DOT,952,730,73,149,0,32812,15,0
JSX,849,677,60,112,49,24039,5,0
Emacs Lisp,808,459,207,142,16,30139,7,0
Elm,542,399,32,111,21,13190,2,0
Happy,490,443,0,47,0,12738,1,0
Swift,460,351,58,51,0,20112,1,0
TypeScript,444,298,71,75,12,12773,20,0
Vim Script,339,184,104,51,14,12302,6,0
Gradle,240,178,30,32,0,11967,1,0
TypeScript Typings,229,172,38,19,25,5543,2,0
AppleScript,212,116,59,37,7,6973,12,0
Rakefile,180,137,11,32,8,5492,2,0
Haxe,167,137,5,25,10,3707,2,0
FIDL,161,64,62,35,0,5633,7,0
Mako,135,93,13,29,11,2482,6,0
Templ,134,111,8,15,0,4093,2,0
Dart,132,105,7,20,15,3426,3,0
Handlebars,120,116,0,4,0,5243,13,0
Swig,98,84,0,14,0,3312,1,0
Powershell,81,63,11,7,13,4380,7,0
TOML,70,59,0,11,0,1580,2,0
sed,48,17,20,11,0,1677,2,0
nuspec,39,39,0,0,0,2431,1,0
AWK,25,17,3,5,0,342,1,0
LD Script,7,6,0,1,0,366,1,0
Properties File,5,5,0,0,0,202,1,0
Gemfile,3,2,0,1,0,39,1,0
Systemd,1,1,0,0,0,61,1,0
DM,1,1,0,0,1,60,1,0
