Language,Lines,Code,Comments,Blanks,Complexity,Bytes,Files,ULOC
C++,16326836,12411105,1542221,2373510,971206,620240775,55967,0
C Header,5399407,3236590,1193833,968984,56234,210349573,47935,0
HTML,4421218,3943989,88164,389065,0,194012435,88685,0
JavaScript,3588760,2452714,747398,388648,220363,152219967,21225,0
JSON,3043243,3042171,0,1072,0,191278999,5910,0
Java,1749916,1211584,305731,232601,106086,72502149,9124,0
Plain Text,1467902,1404261,0,63641,0,95381474,27419,0
Python,1121639,842408,152988,126243,82859,40374053,5978,0
Rust,967326,766871,134610,65845,48185,32611011,2728,0
Objective C++,849951,628510,90883,130558,44718,32233190,4521,0
XML,662093,581004,24689,56400,0,47969235,3647,0
C,659185,475857,100144,83184,88026,20839287,1165,0
GN,544963,457408,39202,48353,18704,18921269,4956,0
TypeScript,388955,277001,57621,54333,23689,12854037,2011,0
SVG,311480,290090,12633,8757,2220,34782093,3582,0
Assembly,291129,267475,1257,22397,524,5838529,217,0
Markdown,272592,209529,0,63063,0,11788766,2602,0
C#,157031,127958,17452,11621,20524,6453853,239,0
License,138867,113605,0,25262,0,7766081,618,0
INI,127910,91433,13,36464,0,4953581,6061,0
IDL,124362,57001,51685,15676,3,4750126,2552,0
Protocol Buffers,113544,59958,37362,16224,39,4125766,929,0
Patch,82497,77910,0,4587,0,3613474,180,0
CSV,82116,82110,0,6,0,2823492,40,0
CSS,79931,62836,6327,10768,0,2869775,1462,0
Objective C,79880,61349,8984,9547,5098,2923498,173,0
YAML,68718,61879,1771,5068,0,2382958,1777,0
PHP,40148,26364,9729,4055,2303,1331070,759,0
Shell,35828,23554,7409,4865,2442,1117269,475,0
Autoconf,31425,28931,1315,1179,634,1415002,146,0
ReStructuredText,27272,20316,0,6956,0,1058781,110,0
Perl,24123,17001,4267,2855,1854,614710,105,0
Document Type Definition,21073,17637,0,3436,0,579640,29,0
TypeScript Typings,20806,6691,11854,2261,341,696655,336,0
Jupyter,18698,18698,0,0,0,670027,19,0
Go Template,17986,15485,0,2501,0,590857,223,0
Bazel,16850,14627,933,1290,277,464654,114,0
Module-Definition,16568,16427,77,64,0,2116015,23,0
CMake,15825,13347,1151,1327,610,437281,90,0
m4,13535,9512,2607,1416,0,485034,20,0
SQL,9460,8581,369,510,3,601396,171,0
C++ Header,8875,5831,1667,1377,146,284141,96,0
TOML,7759,5492,1321,946,69,198734,163,0
Ruby,7598,6071,538,989,605,247519,29,0
Swift,6852,4735,1129,988,250,237447,76,0
BASH,4004,2706,707,591,311,122824,63,0
Kotlin,3718,2706,678,334,3,151047,21,0
Jinja,3453,3090,59,304,148,119757,59,0
Makefile,3412,2304,535,573,55,101983,46,0
Android Interface Definition Language,2928,1070,1290,568,0,102500,111,0
MSBuild,2530,2008,485,37,21,158385,22,0
Extensible Stylesheet Language Transformations,2480,2325,0,155,0,72938,81,0
Groovy,2025,1652,214,159,208,98436,3,0
Vue,1910,1556,186,168,26,51601,16,0
Windows Resource-Definition Script,1886,1091,593,202,0,62799,27,0
Dockerfile,1829,1347,268,214,457,50432,36,0
DOT,1566,1254,79,233,0,50097,31,0
TeX,1499,1486,11,2,0,23653,2,0
XML Schema,1332,1139,0,193,0,44196,9,0
CoffeeScript,1070,960,18,92,64,36425,4,0
Batch,1051,664,165,222,97,31017,41,0
Meson,981,805,63,113,117,33624,10,0
Emacs Lisp,960,571,229,160,17,35107,8,0
JSX,849,677,60,112,49,24039,5,0
Go,834,691,61,82,154,20995,7,0
Elm,542,399,32,111,21,13190,2,0
Happy,498,449,0,49,0,12912,1,0
Gradle,353,257,42,54,0,14202,5,0
Vim Script,338,184,103,51,14,12242,6,0
FIDL,216,96,83,37,0,7412,7,0
AppleScript,212,116,59,37,7,6661,12,0
AWK,211,173,15,23,85,5013,3,0
CloudFormation (YAML),204,202,2,0,0,15736,1,0
Rakefile,192,150,13,29,15,5885,2,0
Sass,178,137,15,26,0,4232,12,0
Mako,135,93,13,29,11,2482,6,0
Templ,134,111,8,15,0,4092,2,0
Powershell,134,87,24,23,3,4543,2,0
Dart,129,102,7,20,15,3376,3,0
Handlebars,107,107,0,0,1,4521,13,0
Swig,98,84,0,14,0,3312,1,0
D,97,17,70,10,13,4500,2,0
Smarty Template,91,74,0,17,2,2816,6,0
GLSL,66,35,15,16,0,2155,2,0
Systemd,59,55,0,4,0,2418,3,0
sed,48,17,20,11,0,1625,2,0
LD Script,39,31,5,3,3,1032,4,0
nuspec,38,38,0,0,0,2360,1,0
R,23,20,0,3,3,1000,1,0
Properties File,5,5,0,0,0,200,1,0
Gemfile,3,2,0,1,0,39,1,0
DM,1,1,0,0,1,60,1,0
