Language,Lines,Code,Comments,Blanks,Complexity,Bytes,Files,ULOC
C++,10863934,8212745,1054579,1596610,724551,429093314,39581,0
C Header,4153136,2474437,956593,722106,48215,161428851,35058,0
HTML,3333810,2963003,68198,302609,0,157174360,68052,0
JavaScript,2761236,1892564,572367,296305,211742,110083736,16802,0
C,1619228,1181805,296556,140867,183117,52677010,1746,0
JSON,1318155,1315290,0,2865,0,88897193,3965,0
Plain Text,1175493,1103419,0,72074,0,90345838,27458,0
Java,1004559,677442,194813,132304,69928,40520561,4926,0
Python,762829,566933,110780,85116,61043,27595655,4090,0
Objective C++,564551,415984,61968,86599,30950,21136096,2943,0
XML,363641,317213,11968,34460,0,35902156,2337,0
GN,320805,269593,24118,27094,11940,10604462,2810,0
Assembly,273821,252575,1314,19932,319,5271965,184,0
SVG,173704,152384,12734,8586,2258,19834279,2944,0
Markdown,115862,88322,0,27540,0,5157752,1029,0
Shell,107494,85431,12901,9162,7509,3209576,342,0
CSS,106494,84430,6928,15136,0,3269623,1606,0
IDL,105932,45024,48468,12440,3,4190848,1921,0
Protocol Buffers,78556,43725,24333,10498,23,3362313,576,0
License,76066,62467,0,13599,0,4214178,337,0
Objective C,71312,55411,7586,8315,4732,2591608,126,0
C#,70795,52128,12442,6225,7360,2891704,184,0
Autoconf,54560,46420,4472,3668,6633,2311457,97,0
TCL,45684,35154,6578,3952,3809,1724803,154,0
Perl,44083,31911,7416,4756,4330,1263680,123,0
PHP,39116,25518,9767,3831,2283,1296963,727,0
m4,38593,26276,8496,3821,0,1336851,46,0
YAML,27197,24071,880,2246,0,873810,377,0
Patch,25234,23756,0,1478,0,905504,139,0
ReStructuredText,24653,18484,0,6169,0,960718,72,0
Document Type Definition,21073,17637,0,3436,0,579662,29,0
Go Template,17596,15325,0,2271,0,635583,184,0
C++ Header,8221,5332,1632,1257,112,266196,88,0
CMake,5145,4287,464,394,89,133340,43,0
Makefile,5140,3563,787,790,56,162554,38,0
SQL,4829,4531,199,99,0,360006,101,0
Ruby,4582,3792,205,585,515,142511,16,0
Happy,4452,4010,0,442,0,146237,7,0
Bazel,4067,3495,246,326,55,100042,20,0
BASH,3412,2316,593,503,276,105267,47,0
Sass,3160,2096,640,424,0,65591,25,0
CSV,3033,3027,0,6,0,150552,21,0
Batch,3008,1632,926,450,111,93085,32,0
MSBuild,2655,2143,488,24,23,162920,23,0
Extensible Stylesheet Language Transformations,2205,2074,0,131,0,64190,68,0
Windows Resource-Definition Script,2076,1168,670,238,0,65877,26,0
Jinja,1407,1261,39,107,97,51966,34,0
Go,936,759,100,77,176,24783,8,0
XML Schema,908,743,0,165,0,27862,8,0
JSX,849,677,60,112,49,24039,5,0
Emacs Lisp,738,435,176,127,15,27750,5,0
DOT,649,493,53,103,0,21153,13,0
Module-Definition,574,414,85,75,0,14373,19,0
Groovy,547,407,72,68,48,23772,3,0
Elm,542,399,32,111,21,13190,2,0
Android Interface Definition Language,520,141,287,92,0,18454,30,0
FIDL,468,217,167,84,0,14644,9,0
Swift,460,351,58,51,0,20112,1,0
Dockerfile,457,312,86,59,163,16039,5,0
TypeScript,444,298,71,75,12,12773,20,0
Vim Script,342,187,104,51,14,12320,6,0
AppleScript,212,116,59,37,7,6973,12,0
INI,202,159,12,31,0,5438,25,0
TypeScript Typings,174,110,46,18,10,4500,2,0
Haxe,167,137,5,25,10,3707,2,0
Rakefile,150,113,11,26,8,4224,2,0
Templ,149,124,8,17,0,4386,2,0
Vue,128,122,0,6,4,4005,2,0
Handlebars,120,116,0,4,0,5243,13,0
Gradle,91,56,16,19,0,3771,1,0
Powershell,60,52,6,2,13,3519,6,0
sed,48,17,20,11,0,1677,2,0
XAML,42,36,0,6,0,1412,4,0
nuspec,37,37,0,0,0,2293,1,0
Properties File,28,9,17,2,0,1085,5,0
Dart,15,12,0,3,0,206,1,0
LD Script,7,6,0,1,0,366,1,0
CoffeeScript,7,6,0,1,0,163,1,0
Gemfile,3,2,0,1,0,39,1,0
DM,1,1,0,0,1,60,1,0
Systemd,1,1,0,0,0,61,1,0
