Language,Lines,Code,Comments,Blanks,Complexity,Bytes,Files,ULOC
Java,264174,148558,77261,38355,17593,9297703,1915,0
JavaScript,172305,132177,31659,8469,11317,5339458,787,0
HTML,21487,20330,936,221,0,895881,109,0
XML,18102,13365,2959,1778,0,697231,347,0
CSS,16612,15945,312,355,0,669797,35,0
Plain Text,9007,7917,0,1090,0,446391,291,0
Freemarker Template,7290,4521,2550,219,1058,254552,151,0
JavaServer Pages,5070,4439,105,526,20,150651,159,0
Properties File,2851,1886,802,163,0,218093,97,0
Document Type Definition,1646,1313,0,333,0,36875,18,0
SVG,576,576,0,0,0,217476,2,0
Extensible Stylesheet Language Transformations,230,216,0,14,0,8112,7,0
Markdown,35,20,0,15,0,5066,1,0
AsciiDoc,11,8,0,3,0,443,1,0
JSON,2,2,0,0,0,9195,2,0
