Language,Lines,Code,Comments,Blanks,Complexity,Bytes,Files,ULOC
Java,267297,149142,79618,38537,17812,9430113,1922,0
JavaScript,173243,132708,32018,8517,11499,5374662,789,0
HTML,21367,20210,936,221,0,891072,109,0
XML,18171,13416,2962,1793,0,700925,348,0
CSS,16617,15950,312,355,0,669887,36,0
Plain Text,9011,7921,0,1090,0,446452,291,0
Freemarker Template,7308,4520,2570,218,1040,254467,152,0
JavaServer Pages,5098,4463,105,530,20,151823,159,0
Properties File,2851,1886,802,163,0,218093,97,0
Document Type Definition,1931,1543,0,388,0,43538,20,0
SVG,576,576,0,0,0,217476,2,0
Extensible Stylesheet Language Transformations,231,217,0,14,0,8132,7,0
Markdown,35,20,0,15,0,5066,1,0
AsciiDoc,11,8,0,3,0,443,1,0
JSON,2,2,0,0,0,9266,2,0
